Sample_ID,Pair_ID,Parent_ID,Parent_Reaction_ID,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Solvent,Solvent_SMILES,has_solvent,Catalyst,Catalyst_SMILES,has_catalyst,Temp_C,has_temp,Time_min,has_time,Target_C4_Index,Target_O4_Index,split_pair_group,Source_Negative_Row,Source_Sequence_ID,Bracket_Repair_Used,Structure_Group_Size,Mapping_Method,Mapping_Cost,Structure_Verification
NEG-0052,PAIR-31-010-CAS-10183422,52,31-010-CAS-10183422,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OC(=O)CCl)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCC[Si](C)(C)C)O[C@@H]1COCc1ccccc1,C[Si](C)(C)CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)CCl)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,,0,,0,4,3,train,31,30,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0053,PAIR-31-010-CAS-9259306,53,31-010-CAS-9259306,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](NC(=O)C(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,trichloroacetimidate,Dichloromethane;Toluene,ClCCl;C=1C=CC(=CC1)C,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,,0,,0,25,26,train,32,31,False,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-0056,PAIR-31-010-CAS-12003761,56,31-010-CAS-12003761,o4_acetylated,0,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3OC(C)(C)O[C@@H]23)O[C@@H]1COCc1ccccc1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,60.0,1,4,3,train,33,32,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0059,PAIR-31-010-CAS-1880696,59,31-010-CAS-1880696,o4_acetylated,0,N=C(OC1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C=CCOC(=O)N[C@H]1[C@@H](OCC=C)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1O[C@H](C)C(=O)OCC,C=CCOC(=O)N[C@H]1[C@@H](OCC=C)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@H](C)C(=O)OCC,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,10.0,1,24,25,train,34,33,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0060,PAIR-31-614-CAS-40997622,60,31-614-CAS-40997622,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,20.0,1,19,20,train,35,34,False,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0061,PAIR-31-614-CAS-36756610,61,31-614-CAS-36756610,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,20.0,1,19,20,train,36,35,False,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0062,PAIR-31-614-CAS-34529820,62,31-614-CAS-34529820,o4_acetylated,0,CC(=O)OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,20.0,1,19,20,train,37,36,False,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0063,PAIR-31-010-CAS-161353,63,31-010-CAS-161353,o4_acetylated,0,COC(=O)[C@@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1O[Si](C)(C)C(C)(C)C,C=CCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,C=CCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-25.0,1,2.4,1,23,24,train,38,37,False,2,duplicate_group_min_cost_stable,1,exact_regenerated_o4_acetate_match
NEG-0064,PAIR-31-010-CAS-7849496,64,31-010-CAS-7849496,o4_acetylated,0,COC(=O)[C@@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1O[Si](C)(C)C(C)(C)C,C=CCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,C=CCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,240.0,1,23,24,train,39,38,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0065,PAIR-31-010-CAS-6929657,65,31-010-CAS-6929657,o4_acetylated,0,C=CCO[C@H]1[C@H](OCc2ccccc2)[C@@H](OC(=O)c2ccccc2)C(OC(=N)C(Cl)(Cl)Cl)O[C@H]1C(=O)OC,CO[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OC(C)=O)[C@H]1NC(=O)OCc1ccccc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-15.0,1,60.0,1,10,11,train,40,39,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0066,PAIR-31-010-CAS-4942183,66,31-010-CAS-4942183,o4_acetylated,0,CC(C)(C)[Si](OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3O[C@]4(C[C@@H]5CC[C@@]4(C)C5(C)C)O[C@@H]23)O[C@@H]1COCc1ccccc1,CC1(C)[C@H]2CC[C@]1(C)[C@]1(C2)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,trichloroacetimidate,Diethyl ether,O(CC)CC,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,30.0,1,4,3,train,41,40,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0069,PAIR-31-010-CAS-5721367,69,31-010-CAS-5721367,o4_acetylated,0,CC(=O)O[C@H]1[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1N1C(=O)c2ccccc2C1=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Boron trifluoride etherate,B(F)(F)F.O(CC)CC,1,0.0,1,720.0,1,19,20,train,42,41,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0070,PAIR-31-010-CAS-12108315,70,31-010-CAS-12108315,o4_acetylated,0,CC(=O)O[C@H]1[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1N1C(=O)c2ccccc2C1=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Boron trifluoride etherate,B(F)(F)F.O(CC)CC,1,0.0,1,720.0,1,19,20,train,43,42,False,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0071,PAIR-31-010-CAS-1373105,71,31-010-CAS-1373105,o4_acetylated,0,COC(=O)[C@@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,20.0,1,16,17,train,44,43,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0073,PAIR-31-010-CAS-16011286,73,31-010-CAS-16011286,o4_acetylated,0,N=C(OC1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1)C(Cl)(Cl)Cl,COc1ccc(COC[C@H]2O[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(COC[C@H]2O[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-30.0,1,0.3,1,33,34,train,45,44,False,1,unique_structure_key,1,exact_regenerated_o4_acetate_match
NEG-0076,PAIR-31-010-CAS-1362588,76,31-010-CAS-1362588,o4_acetylated,0,N=C(OC1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C=CCOC(=O)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCC=C)O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,C=CCOC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@H](OCC=C)[C@@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,10.0,1,34,35,train,46,45,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0078,PAIR-31-010-CAS-1161485,78,31-010-CAS-1161485,o4_acetylated,0,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,120.0,1,55,56,test,47,46,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0079,PAIR-31-010-CAS-17642142,79,31-010-CAS-17642142,o4_acetylated,0,CC(C)(C)[Si](OC[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1)(c1ccccc1)c1ccccc1,C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCO[C@@H]1[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,60.0,1,55,56,train,48,47,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0082,PAIR-31-010-CAS-2983674,82,31-010-CAS-2983674,o4_acetylated,0,CC(C)(C)OC(=O)[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,trichloroacetimidate,Toluene;Triethylamine,C=1C=CC(=CC1)C;N(CC)(CC)CC,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-30.0,1,60.0,1,4,3,train,49,48,False,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-0084,PAIR-31-010-CAS-914907,84,31-010-CAS-914907,o4_acetylated,0,C=CCO[C@H]1[C@H](OCc2ccccc2)[C@@H](OC(C)=O)C(OC(=N)C(Cl)(Cl)Cl)O[C@H]1C(=O)OC,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-15.0,1,30.0,1,4,3,train,50,49,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0086,PAIR-31-010-CAS-8677721,86,31-010-CAS-8677721,o4_acetylated,0,COC(=O)[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@@H]2OC(=O)N[C@H]2[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,O=C1N[C@@H]2[C@@H](O1)[C@H](O)[C@@H](COCc1ccccc1)O[C@H]2Sc1ccccc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Boron trifluoride etherate,B(F)(F)F.O(CC)CC,1,0.0,1,,0,4,3,train,51,50,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0087,PAIR-31-010-CAS-9368010,87,31-010-CAS-9368010,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](O)[C@H]1N1C(=O)C(C)=C(C)C1=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)C(C)=C(C)C1=O,trichloroacetimidate,Dichloromethane;Acetonitrile,ClCCl;N#CC,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-25.0,1,30.0,1,14,15,train,52,51,False,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-0089,PAIR-31-010-CAS-9775514,89,31-010-CAS-9775514,o4_acetylated,0,N=C(OC1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H](C)C(=O)OCC)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O[C@H](C)C(=O)OCC)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-15.0,1,10.0,1,16,17,train,53,52,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0090,PAIR-31-010-CAS-12970683,90,31-010-CAS-12970683,o4_acetylated,0,CC(=O)O[C@H]1C(OC(=N)C(Cl)(Cl)Cl)O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)CCC(=O)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccc4ccccc4c3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],CC(=O)CCC(=O)O[C@@H]1[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COCc2ccccc2)[C@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccc4ccccc4c3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-30.0,1,60.0,1,83,84,train,54,53,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0091,PAIR-31-010-CAS-3425390,91,31-010-CAS-3425390,o4_acetylated,0,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[C@@H]2[C@@H](OCc3ccccc3)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](O[C@@H]2[C@@H](OCc3ccccc3)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,,0,,0,4,3,train,55,54,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0093,PAIR-31-010-CAS-14237873,93,31-010-CAS-14237873,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@@H]2OC(=O)N[C@H]2[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(C)(C)[Si](OC[C@H]1O[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H]2NC(=O)O[C@H]2[C@@H]1O)(c1ccccc1)c1ccccc1,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,25.0,1,120.0,1,4,3,val,56,55,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0094,PAIR-31-010-CAS-7834697,94,31-010-CAS-7834697,o4_acetylated,0,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C)O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OC(=O)c2ccccc2)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@H](C)CO7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)O[C@@H]1COC(=O)c1ccccc1,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](COC(=O)c7ccccc7)[C@@H](O)[C@H](OC(=O)c7ccccc7)[C@H]6NC(=O)OCC(Cl)(Cl)Cl)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,25.0,1,30.0,1,4,3,train,57,56,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0096,PAIR-31-010-CAS-7424216,96,31-010-CAS-7424216,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)COCC2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C(C)C)O[C@@H]1COCc1ccccc1,CC(C)C(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],trichloroacetimidate,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,0.0,1,120.0,1,4,3,val,58,57,False,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
